Image,Name,Personality Traits
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMjI4Mjg2MjgxMV5BMl5BanBnXkFtZTgwNDYyMTIzOTE@._V1_UY209_CR88,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Paresh Rawal,"Paresh Rawal (born 30 May 1955) is an Indian film actor, comedian[4] and politician known for his works notably in Bollywood. He was a member of parliament in the Lok Sabha of the Indian Parliament representing the Ahmedabad East constituency from 2014 to 2019. He is politically affiliated with the Bharatiya Janata Party. Rawal speaks Hindi, Gujarati, Marathi, Telugu and English fluently. In 1994, he won the National Film Award for Best Supporting Actor for his performances in the films Woh Chokri and Sir.[5] For the latter, he received his first Filmfare Award for Best Comedian. This was followed by Ketan Mehta's Sardar, which saw him playing the lead role of freedom fighter Vallabhbhai Patel, a role that got him national and international acclaim.[5]He has received wide recognition for his villainous roles in Telugu box office hits such as Kshana Kshanam (1991), Money (1993), Money Money (1995), Govinda Govinda (1994), Rikshavodu (1995), Bavagaru Bagunnara (1998), Shankar Dada M.B.B.S. (2004), and Teen Maar (2011). His other notable works in Hindi cinema are Naam (1986),  Shiva (1990), Mohra (1994), Tamanna (1996), Aitraaz (2004), Table No. 21 (2013) and Zilla Ghaziabad (2013).[5]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTc4MjA5ODY4NF5BMl5BanBnXkFtZTcwNjUyMDUxMQ@@._V1_UY209_CR6,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Om Puri,"Om Prakash Puri, OBE (18 October 1950 – 6 January 2017) was an Indian actor who appeared in mainstream commercial Hindi films, as well as independent and art films. He is best known for his author-backed roles in films like Aakrosh (1980), Arohan (1982), Ardh Satya and television films like Sadgati (1981) and Tamas (1987) and also light-hearted roles in Jaane Bhi Do Yaaro (1983) and Chachi 420 (1997). He had various collaborations with director Shyam Benegal and Govind Nihalani.[1] Puri also appeared in non-Indian productions in the United States and Britain.[2]Puri was awarded Padma Shri, the fourth highest civilian award of India, in 1990.[3] In 2004, was made an honorary Officer of the Order of the British Empire.[4]Om Puri was born in Ambala in a Punjabi Hindu family. His father, Rajesh Puri, worked on the railways and in the Indian Army.[5] As he had no birth certificate or records, his family was unsure of his date and year of birth, however his mother told him he had been born two days after the Hindu festival Dussehra. When he began his schooling, his uncle chose 9 March 1950 as his ""official"" birthday, however as an adult when he moved to Mumbai, Puri looked up when Dussehra was celebrated in 1950, to establish his date of birth as 18 October.[6]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMjMyMjc1OTgzNF5BMl5BanBnXkFtZTgwMDY1NDMzOTE@._V1_UY209_CR3,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Anupam Kher,"Anupam Kher (born 7 March 1955) is an Indian actor and the former Chairman of Film and Television Institute of India. He is the recipient of two National Film Awards and eight Filmfare Awards. He has appeared in over 500 films in several languages and many plays.[1] He won the Filmfare Award for Best Actor for his performance in Saaransh (1984). He holds the record for winning the Filmfare Award for Best Comedian five times in total for: Ram Lakhan (1989), Lamhe (1991), Khel (1992), Darr (1993) and Dilwale Dulhaniya Le Jayenge (1995). He won the National Film Award for Special Mention twice for his performances in Daddy (1989) and Maine Gandhi Ko Nahin Mara (2005). For his performance in the film Vijay (1988), he won the Filmfare Award for Best Supporting Actor. His biography Lessons Life Tought Me Unknowingly published on 5 August 2019 by Penguin Random House.Besides working in Hindi films, he has also appeared in international films such as the Golden Globe nominated Bend It Like Beckham (2002), Ang Lee's Golden Lion–winning Lust, Caution (2007), and David O. Russell's Oscar-winning Silver Linings Playbook (2012). He received a BAFTA nomination for his supporting role in the British television sitcom The Boy with the Topknot (2018).[2]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMjI4MzQyODYwOF5BMl5BanBnXkFtZTgwMTcxMTIzOTE@._V1_UY209_CR87,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Nana Patekar,"Nana Patekar (born 1 January 1951) is an Indian film actor and writer, philanthropist and filmmaker, mainly working in Hindi and Marathi cinema. He is best known for his role in the film Agni Sakshi written by Ranbir Pushp for which he won the National Film Award for Best Supporting Actor. He also won the National Film Award for Best Supporting Actor and the Filmfare Award for Best Supporting Actor for his role in Parinda (1989). He then won the Filmfare Best Villain Award for his role in Angaar (1992). In 1995, he won the National Film Award for Best Actor as well as the Filmfare and the Screen awards for Best Actor for his role in Krantiveer (1994). He also won his second Filmfare Best Villain Award for his role in Apaharan (2005). In 2017 he won the Filmfare Marathi award for best actor for his performance in Natsamrat.[1]He, along with Irrfan Khan, are the only actor(s) ever to win Filmfare Award for Best Actor, Best Supporting Actor and Best Villain categories. He was bestowed with the fourth highest civilian honour of India, the Padma Shri award for his dedication in the field of Films and Arts."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BZjYwYjE4YjQtMTFmMi00NTlhLThjZjUtZTIyMTczMGU2ZDE5XkEyXkFqcGdeQXVyNzM2NzM0NDU@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Hrithik Roshan,"Hrithik Roshan (English:  /ˈrɪtɪk ˈrɒʃən/, born 10 January 1974) is an Indian actor who appears in Bollywood films. He has portrayed a variety of characters and is known for his dancing skills. One of the highest-paid actors in India, he has won many awards, including six Filmfares, four for Best Actor and one each for Best Debut and Best Actor (Critics). Starting in 2012, he appeared in Forbes India's Celebrity 100 based on his income and popularity.Roshan has frequently collaborated with his father, Rakesh Roshan. He made brief appearances as a child actor in several films in the 1980s and later worked as an assistant director on four of his father's films. His first leading role was in the box-office success Kaho Naa... Pyaar Hai (2000), for which he received several awards. Performances in the 2000 terrorism drama Fiza and the 2001 ensemble melodrama Kabhi Khushi Kabhie Gham... consolidated his reputation but were followed by several poorly received films.The 2003 science fiction film Koi... Mil Gaya, for which Roshan won two Filmfare Awards, was a turning point in his career; he also appeared in its sequels: Krrish (2006) and Krrish 3 (2013). He earned praise for his portrayal of a thief in the 2006 adventure film Dhoom 2, Mughal emperor Akbar in the 2008 historical romance Jodhaa Akbar and a quadriplegic in the 2010 drama Guzaarish. He played the lead in the 2011 drama Zindagi Na Milegi Dobara, the 2012 revenge film Agneepath, the 2014 action comedy Bang Bang!, the 2019 biopic Super 30, and the 2019 action thriller War. The lattermost ranks as his highest-grossing release."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTk2ODU5Mjk2MV5BMl5BanBnXkFtZTcwODEzNDg3OA@@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Ranbir Kapoor,"Ranbir Kapoor (pronounced [rəˈɳbiːr kəˈpuːr]; born 28 September 1982) is an Indian actor and film producer. He is one of the highest-paid actors of Hindi cinema and has featured in Forbes India's Celebrity 100 list since 2012. Kapoor is the recipient of several awards, including six Filmfare Awards.The son of actors Rishi Kapoor and Neetu Singh, and the grandson of actor-director Raj Kapoor, Kapoor pursued filmmaking and method acting at the School of Visual Arts and the Lee Strasberg Theatre and Film Institute, respectively. He subsequently assisted Sanjay Leela Bhansali on the film Black (2005) and made his acting debut with Bhansali's tragic romance Saawariya (2007), a critical and commercial failure. Kapoor rose to prominence in 2009 with his performances in the coming-of-age film Wake Up Sid, the romantic comedy Ajab Prem Ki Ghazab Kahani, and the drama Rocket Singh: Salesman of the Year. His most widely seen film in this period came with the political drama Raajneeti (2010).The romantic drama Rockstar (2011), in which he played a troubled musician, and the comedy-drama Barfi! (2012), in which he played a cheerful deaf-and-mute man, earned Kapoor two consecutive Best Actor awards at Filmfare. A starring role opposite Deepika Padukone in the romantic comedy Yeh Jawaani Hai Deewani (2013) established him as a leading Bollywood actor. He followed this with roles in a series of films that did not perform well commercially, with the exception of the romance Ae Dil Hai Mushkil (2016). This changed in 2018 when Kapoor portrayed Sanjay Dutt in Rajkumar Hirani's biopic Sanju, one of the highest-grossing Indian films of all time, for which he won another Filmfare Award for Best Actor."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMjc5NTM5NjUyMV5BMl5BanBnXkFtZTgwMDEwMzU1OTE@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Shahid Kapoor,"Shahid Kapoor (pronounced [ʃaːɦɪd̪ kəˈpuːr]; born 25 February 1981), is an Indian actor who appears in Hindi films. Initially recognised for portraying romantic roles, he has since taken on parts in action films and thrillers, and is the recipient of several awards, including three Filmfare Awards.The son of actors Pankaj Kapur and Neelima Azeem, Kapoor was born in New Delhi. His parents separated when he was three, and he continued living with his mother. They moved to Mumbai when he was 10, where he joined Shiamak Davar's dance academy. Kapoor appeared as a background dancer in a few films of the 1990s, and was later featured in music videos and television commercials. He made his film debut in 2003 with a leading role in the romantic comedy Ishq Vishk, a sleeper hit for which he won a Filmfare Award for Best Male Debut. He followed it with roles in several commercial failures before starring in Sooraj Barjatya's top-grossing family drama Vivah (2006).Kapoor earned nominations for the Filmfare Award for Best Actor for portraying a troubled businessman in Imtiaz Ali's romantic comedy Jab We Met (2007) and twin brothers in Vishal Bhardwaj's thriller Kaminey (2009). After appearing in another series of unsuccessful films, he starred in the action film R... Rajkumar (2013). Kapoor received critical acclaim for portraying the Hamlet character in Bhardwaj's tragedy Haider (2014) and a drug abusing singer in the crime drama Udta Punjab (2016). For the former, he won a Filmfare Award for Best Actor and for the latter, he won a Filmfare Critics Award for Best Actor. Kapoor's highest-grossing releases came with the period drama Padmaavat (2018) and the romantic drama Kabir Singh (2019)."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTExOTcwMDU4NTReQTJeQWpwZ15BbWU3MDA0MjE1MTc@._V1_UY209_CR1,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Ranveer Singh,"Ranveer Singh Bhavnani (born 6 July 1985) is an Indian actor who appears in Hindi films. The recipient of several awards, including four Filmfare Awards, Singh is among the highest-paid actors in the country and has featured in Forbes India's Celebrity 100 list since 2012.After completing a bachelor's degree from Indiana University Bloomington, Singh returned to India to pursue a career in film. He briefly worked in advertising and made his acting debut in 2010 with a leading role in Yash Raj Films' romantic comedy Band Baaja Baaraat. The film emerged as a critical and commercial success, earning him the Filmfare Award for Best Male Debut. He gained praise for playing a melancholic thief in the drama Lootera (2013), and established himself with his collaborations with Sanjay Leela Bhansali, beginning with the romance Goliyon Ki Raasleela Ram-Leela (2013).Singh gained critical acclaim for portraying Bajirao I and Alauddin Khilji in Bhansali's period dramas Bajirao Mastani (2015) and Padmaavat (2018), respectively. He won the Filmfare Award for Best Actor for the former and the Filmfare Critics Award for Best Actor for the latter. These along with the action film Simmba (2018), in which he played the title character, rank among the highest-grossing Indian films. He won another Filmfare Award for Best Actor for playing an aspiring rapper in Zoya Akhtar's musical drama Gully Boy (2019). Singh is married to his frequent co-star Deepika Padukone."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BZjA4ZjNmYzUtZDAwNS00MTk4LWIzYjEtYWFlZDJhYTk1MzcyXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR8,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Sushant Singh Rajput,"Sushant Singh Rajput (born 21 January 1986) is an Indian film actor, dancer, television personality,[3] an entrepreneur[4] and a philanthropist.[5][6][7] Rajput started his career with television serials. His debut show was Star Plus's romantic drama Kis Desh Mein Hai Meraa Dil (2008), followed by an award-winning performance in Zee TV's popular soap opera Pavitra Rishta (2009–11).Rajput made his film debut in the buddy drama Kai Po Che! (2013), for which he received a nomination for the Filmfare Award for Best Male Debut. He then starred in the romantic comedy Shuddh Desi Romance (2013) and as the titular detective in the action thriller Detective Byomkesh Bakshy! (2015). His highest-grossing releases came with a supporting role in the satire PK (2014), followed by the titular role in the sports biopic M.S. Dhoni: The Untold Story (2016). For his performance in the latter, he received his first nomination for the Filmfare Award for Best Actor.[8][9] Rajput went on to star in the commercially successful films Kedarnath (2018) and Chhichhore (2019)[10][11][12]."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BNTc4ZjFlMjUtODU3MS00M2JhLTlkMzEtMmIyODFiMjAwZmJhXkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_UY209_CR62,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Boman Irani,"Boman Irani is an Indian theatre and film actor, voice artist and photographer of Irani descent, who works in Bollywood films. After making his film debut with the 2003 anthology horror film Darna Mana Hai, Irani had his first commercial success with the 2003 comedy Munna Bhai M.B.B.S. He subsequently starred in several highly successful productions including Main Hoon Na (2004), Veer-Zaara (2004), No Entry (2005), Don (2006), Heyy Babyy (2007), Dostana (2008), Housefull (2010), Cocktail (2012), Jolly LLB (2013), Bhoothnath Returns (2014), Housefull 3 (2016) and Parmanu: The Story of Pokhran (2018). Irani's highest-grossing releases came with several films that rank among the highest-grossing Indian films of all time, including Lage Raho Munna Bhai (2006), 3 Idiots (2009), Don 2 (2011), Housefull 2 (2012), Happy New Year (2014), PK (2014), Dilwale (2015), Sanju (2018) and Total Dhamaal (2019). His performance in 3 Idiots won him the Filmfare Award for Best Supporting Actor.Irani was born on 2 December 1959, in Bombay (now Mumbai) to an Irani Zoroastrian family. He finished his schooling in St. Mary's School, Mumbai. Irani was dyslexic and had ADHD and had a lisp.[2] He overcame his lisp eventually. He undertook a two-year waiter course at Mithibai College in Mumbai. After his polytechnic diploma course, he joined the Taj Mahal Palace & Tower and worked there as a waiter and in room service.[3] He was promoted and finally worked as a waiter at the rooftop French restaurant, Rendezvous. He worked at the Taj Mahal for two years.[2]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTYzMTczOTM2Ml5BMl5BanBnXkFtZTYwNzE4Mzgy._V1_UY209_CR19,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Saurabh Shukla,"Saurabh Shukla (born 5 March 1963) is an Indian film, theatre and television actor and director. He is famous for his roles in Satya (1998), Barfi! (2012), Jolly LLB (2013), Kick (2014), PK (2014), Jolly LLB 2 (2017) and Raid (2018). He has also worked in a short documentary with Ruth Agnihotri and Rachael Agnihotri in Goa.Born to Jogamaya Shukla, who was the first female tabla player of India and Shatrughan Shukla, a vocalist from Agra Gharana, Shukla's family left Gorakhpur for Delhi when he was two years old. He completed his schooling and did graduation from Khalsa College, Delhi. His professional career began in 1984 with entry into the theatre.[2]Shukla began serious theatre in 1986 with roles in plays like A View From The Bridge (Arthur Miller), Look Back in Anger (John Osborne), Ghashiram Kotwal (Vijay Tendulkar) and Hayvadan. In 1991, he joined the NSD Repertoire Company – the professional wing of the National School of Drama – as actor.[2] The next year he got his first break when Shekhar Kapur, impressed with his work, created a role for him in Bandit Queen.[3]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTM0OTU2NDYyNl5BMl5BanBnXkFtZTYwNTYyNDgy._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Sanjay Mishra,
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BOTc2ODgwODcxOF5BMl5BanBnXkFtZTgwNzM1MzYwMTE@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Vijay Raaz,"Vijay Raaz is an Indian film actor . His breakthrough came when he played the role of Dubeyji in the movie Monsoon Wedding in 2001.[1] In 2014, he debuted as a director with Kya Dilli Kya Lahore.Raaz was born in Delhi[2] on 05 June 1963. During his studies at P.G.D.A.V. College, University of Delhi, he was a part of the dramatic society. He decided to focus on film career and moved to Mumbai where he bagged a small but significant role in Ram Gopal Varma's Jungle. Naseeruddin Shah had seen him perform at the NSD and recommended him to Mahesh Mathai for Bhopal Express and to Mira Nair for Monsoon Wedding.[3] After the success of Monsoon Wedding, Raaz received many roles.[4] His first mainstream film cast as the leading actor was Raghu Romeo, a box office success where Raaz depicts the life of a confused lower-class Indian fellow.[5]Raaz garnered massive recognition for his comedic role in the 2004 film Run. In 2011, he played a ruthless gangster in Delhi Belly. His gruff baritone voice makes Raaz a much sought after Voice-Over artist too. He has lent his voice to various films and ad commercials."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMjE4MjAxODk1NV5BMl5BanBnXkFtZTcwODQ0MjY2Nw@@._V1_UY209_CR87,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Annu Kapoor,"Annu Kapoor (born as Anil Kapoor[1][2][3][4] on 20 February 1956)[5] is an Indian film actor and television presenter best-remembered for hosting the vocal reality show Antakshari from 1993 to 2006 and his roles in Mr. India, Vicky Donor (2012) and Jolly LLB 2 (2017). He received Filmfare award as well as National Film Award for Best Supporting Actor for Vicky Donor.Annu Kapoor was born in Itwara, Bhopal, Madhya Pradesh, on 20 February 1956, to Madanlal, a Punjabi father and Kamal, a Bengali mother. His father owned a travelling Parsi theatre company which performed in cities and towns, and his mother was a poet and a trained classical singer. His grandfather Dr Kripa Ram Kapoor was a doctor in the British Army and his great grandfather Lala Ganga Ram Kapoor, a revolutionary who was executed during the Indian freedom struggle.Due to poor financial circumstances, he had to quit school following secondary education. With a salary of ₹ 40, his mother worked as a teacher. On his father's insistence, he joined his theatre company. Following a stint there, he joined National School of Drama in 1976, after his brother Ranjit Kapoor, who was already a student there insisted. After graduating from the National School of Drama and a brief stint with its repertory company, in 1981, he played a 70-year-old man in the play Ek Ruka Hua Faisla in Bombay (now Mumbai). Film director Shyam Benegal who saw Kapoor perform, sent him a letter of appreciation and signed him for his 1983 film, Mandi.[6]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BNjdlYjllOGMtYzU1OC00ODZjLWEzOGEtMGViOTYyYjU3YmJiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR3,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Pankaj Tripathi,"Pankaj Tripathi is an Indian actor who appears predominantly in Hindi films. He debuted in 2004 with a minor role in Run and Omkara and has since worked in more than 40 films and 60 television shows.[2][3] Tripathi's breakthrough came in 2012 for his supporting role in the Gangs of Wasseypur film series.[4] He has since received critical appraisal for multiple films, including Fukrey (2013), Masaan (2015), Nil Battey Sannata (2016), Bareilly Ki Barfi (2017), Newton (2017), Fukrey Returns (2017) and Stree (2018). For Newton, Tripathi earned several awards including a National Film Award – Special Mention.[5]Tripathi was born in Belsand, Barauli Bihar,[6] a village in Gopalganj District in the Indian state of Bihar, to Pandit Banaras Tripathi and Hemwanti Devi, as the youngest of their four children.[7] His father works as a farmer and priest.[6] Tripathi also worked as a farmer until he was in the 11th standard at school. During festive seasons, he used to play the role of a girl in his village's natak which according to him was appreciated by the villagers and ultimately prompted him to make a career out of acting.[8] He moved to Patna after high school where he studied in Institute of Hotel Management, Hajipur. He did theatre and was active in college politics as a member of Akhil Bharatiya Vidyarthi Parishad. Out of fear of failure in acting he also worked briefly for a Five Star hotel in Patna. After his stay of about seven years in Patna, he moved to Delhi to enroll in the National School of Drama, from where he graduated in 2004.[9][10]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTY4MjgwODk4MF5BMl5BanBnXkFtZTgwNzAxNzE0MjE@._V1_UY209_CR87,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Kay Kay Menon,"Kay Kay Menon (born Krishna Kumar Menon, born 2 Oct 1966)[1] is an Indian film, stage and television actor who works predominantly in Hindi cinema, and also in  Gujarati, Tamil, Marathi and Telugu cinema.He studied at the St. Josephs Boys' High School in Khadki, Pune.[2] He passed his 10th grade in 1981. He did his Bachelors (Physics)[1] from Mumbai University[citation needed] and his MBA from the Department of Management Sciences (PUMBA) at the University of Pune,[1] graduating in 1988 with a major in Marketing.Menon's initial focus was working in the advertising industry[1] including Kinetic Honda and Marlboro cigarette advertisements in India.He started his career in theatre productions where he met Nivedita Bhattacharya, whom he married. His first theatre break was opposite Naseeruddin Shah in Feroz Abbas Khan's Mahatma vs Gandhi.[3]In the early years of his career, Menon worked on television, with roles in the TV movies Zebra 2 and Last Train To Mahakali. He was praised for his role as a young Prime Minister in the Zee TV series Pradhan Mantri (2001), directed by Ketan Mehta. In The Hindu, Sevanti Ninan wrote, ""an actor to watch: Kay Kay Menon ... this unusually tall actor who plays the pradhan mantri is a major saving grace""[4] while in The Tribune, Amita Malik commented, ""excellent acting by Menon, who skilfully conveys the physical as well as mental image of the honest politician"".[5]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMjQzMjEyMDY1Nl5BMl5BanBnXkFtZTgwNTM3OTczOTE@._V1_UY209_CR3,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Ronit Roy,"Ronit Roy (born Ronit Bose Roy, 11 October 1965) is an Indian actor, known for his works in Indian television and Indian film industry. Roy has earned numerous accolades in his career including a Filmfare Award,[1] two Screen Awards, five ITA Awards and six Indian Telly Awards.Roy was born on 11 October 1965 in Nagpur in a Bengali family.[2] He is the eldest son of businessman, Brotin Bose Roy and Dolly Roy.[3] His younger brother, Rohit Roy is also a TV actor. Ronit Roy spent his childhood in Ahmedabad, Gujarat.[4] This is where he did his schooling with the father of Ayush Sarkar, teenage actor. After his schooling, Roy pursued hotel management.After completion of his studies, he moved to Mumbai and stayed at the residence of filmmaker Subhash Ghai.[5] While Roy was keen to work in the film industry, Subhash Ghai persuaded him, not to pursue it due to the difficulties associated with it. Ronit worked as a management trainee at Mumbai's Sea Rock Hotel. To have experience at all different levels, Ronit's work ranged from dish-washing and cleaning to serving tables and bar-tending."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTgxODI1NTI2MV5BMl5BanBnXkFtZTgwODgxODYyNjE@._V1_UY209_CR86,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Vinay Pathak,"Vinay Pathak (born 27 July 1968) is an Indian actor. He has starred in many films including Khosla Ka Ghosla, Bheja Fry, Island City and Johnny Gaddaar and had a supporting role in high profile movies like Jism  and Rab Ne Bana Di Jodi.[1]Pathak was born in Bhojpur district, Bihar, India. He attended the boarding school Vikas Vidyalaya, Ranchi until 1982. After graduating from Allahabad University he moved to United States for higher studies.While studying at State University of New York at Stony Brook Pathak had many acting roles, notably in the comedies Khosla Ka Ghosla and Bheja Fry.[2] In 1999, he played the role of Vinny in the television series Hip Hip Hurray. He also produced the film Dasvidaniya, which told the story of a common man bidding farewell before dying.[3]Along with good friend Ranvir Shorey, he anchored the  show OYE. Together they hosted the talk show Ranvir Vinay Aur Kaun?.,[4] as well as House Arrest, Duniya Goal Hain and Cricket Crazy.He also teamed up with his friends Ranvir, Suresh Menon, and Gaurav Gera to be a part of a gag-based show The Great Indian Comedy Show ."
